state_name,year,total_requirement_mu,total_availability_mu,total_deficit_mu,total_gen_mu,avg_capacity_mw,total_renew_gen_mu,total_solar_gen_mu,total_wind_gen_mu,total_other_gen_mu,avg_coal_stock_days,avg_normative_coal_stock_days,avg_req_normative_coal_stock_tonnes,avg_import_coal_stock_tonnes,avg_indigenous_coal_stock_tonnes,avg_coal_plf_prcnt,avg_actual_vs_norm_coal_stock_prcnt,total_coal_consumption_tonnes,total_coal_receipt_tonnes,total_coal_requirement_tonnes,avg_actual_coal_stock_tonnes,total_coal_stock_critical_incidents,yearly_avg_total_outage_mw,yearly_avg_fresh_outage_mw,total_energy_lost_mwh,total_fresh_incidents,avg_total_capacity_mw,avg_thermal_capacity_mw,avg_nuclear_capacity__mw,avg_hydro_capacity__mw,avg_res_capacity_mw,coal_reserves_mt,coal_production_mt,coal_consumption_power_mt,total_coal_import_mt,avg_import_priceRs,total_amountCr
nagaland,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94,,,47.769999999999996,4924.260555555556,20709.799999999996
jammu and kashmir,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.01,,221.05999999999992,8955.911714285718,108887.29999999999
assam,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.31,0.6,,105.23000000000002,12098.565428571426,83595.9
sikkim,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,70.39,11741.893448275861,44669.74
bihar,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,10.51,70.39,11741.893448275861,44669.74
jammu and kashmir,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,0.01,148.82,12560.268974358976,92537.60000000005
kerala,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,221.05999999999992,8955.911714285718,108887.29999999999
odisha,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69158.88,102.56,34.26,70.39,11741.893448275861,44669.74
madhya pradesh,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21987.62,74.07,34.41,75.61,8653.269545454545,42510.9
jharkhand,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81172.02,121.07,37.54,202.92,6470.7391891891875,87766.59999999998
andhra pradesh,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22154.86,52.21,46.66,105.23000000000002,12098.565428571426,83595.9
chhattisgarh,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49280.25,113.82,50.02,70.39,11741.893448275861,44669.74
assam,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.52,1.01,,60.86000000000001,10789.69304347826,45945.799999999996
rajasthan,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4554.05,1.0,15.370000000000001,60.86000000000001,10789.69304347826,45945.799999999996
madhya pradesh,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20559.96,67.84,30.560000000000002,54.02000000000002,7267.551923076923,25861.400000000005
uttar pradesh,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,15.53,52.379999999999995,70.39,11741.893448275861,44669.74
maharashtra,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10154.74,38.7,38.17,60.86000000000001,10789.69304347826,45945.799999999996
maharashtra,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10964.04,37.22,41.79,171.04,10755.569062499999,99128.8
west bengal,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28327.940000000002,22.9,36.27,60.86000000000001,10789.69304347826,45945.799999999996
nagaland,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,202.92,6470.7391891891875,87766.59999999998
nagaland,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,105.23000000000002,12098.565428571426,83595.9
meghalaya,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,6.97,,70.39,11741.893448275861,44669.74
uttar pradesh,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,12.03,56.92,60.86000000000001,10789.69304347826,45945.799999999996
nagaland,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.41,,,148.82,12560.268974358976,92537.60000000005
rajasthan,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4235.35,0.68,12.69,41.190000000000005,5831.791666666667,17128.110000000004
rajasthan,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4907.01,2.96,20.18,105.23000000000002,12098.565428571426,83595.9
assam,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.31,1.1,,70.39,11741.893448275861,44669.74
jammu and kashmir,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,171.04,10755.569062499999,99128.8
meghalaya,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.43,5.79,,47.769999999999996,4924.260555555556,20709.799999999996
kerala,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,60.86000000000001,10789.69304347826,45945.799999999996
nagaland,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.94,,,60.86000000000001,10789.69304347826,45945.799999999996
arunachal pradesh,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.0,,221.05999999999992,8955.911714285718,108887.29999999999
chhattisgarh,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52532.92,127.09,52.540000000000006,171.04,10755.569062499999,99128.8
uttar pradesh,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.8,15.72,46.06,41.190000000000005,5831.791666666667,17128.110000000004
sikkim,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,148.82,12560.268974358976,92537.60000000005
andhra pradesh,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17145.6,36.14,32.589999999999996,41.190000000000005,5831.791666666667,17128.110000000004
puducherry,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.61,,,70.39,11741.893448275861,44669.74
bihar,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,5.35,47.769999999999996,4924.260555555556,20709.799999999996
meghalaya,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.48,5.73,,171.04,10755.569062499999,99128.8
madhya pradesh,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21629.73,71.33,34.19,60.86000000000001,10789.69304347826,45945.799999999996
sikkim,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.23,,,221.05999999999992,8955.911714285718,108887.29999999999
madhya pradesh,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25061.17,75.95,35.870000000000005,148.82,12560.268974358976,92537.60000000005
gujarat,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2722.05,12.32,26.880000000000003,221.05999999999992,8955.911714285718,108887.29999999999
maharashtra,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11253.24,38.26,47.05,221.05999999999992,8955.911714285718,108887.29999999999
jammu and kashmir,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,0.02,,54.02000000000002,7267.551923076923,25861.400000000005
jharkhand,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80356.2,109.57,15.669999999999998,105.23000000000002,12098.565428571426,83595.9
arunachal pradesh,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.22,,105.23000000000002,12098.565428571426,83595.9
arunachal pradesh,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23,0.0,,47.769999999999996,4924.260555555556,20709.799999999996
telangana,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,70.39,11741.893448275861,44669.74
telangana,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,105.23000000000002,12098.565428571426,83595.9
telangana,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,54.02000000000002,7267.551923076923,25861.400000000005
telangana,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,60.86000000000001,10789.69304347826,45945.799999999996
telangana,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,41.190000000000005,5831.791666666667,17128.110000000004
telangana,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,148.82,12560.268974358976,92537.60000000005
telangana,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,47.769999999999996,4924.260555555556,20709.799999999996
telangana,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,171.04,10755.569062499999,99128.8
telangana,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,75.61,8653.269545454545,42510.9
haryana,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5600000000000005,47.769999999999996,4924.260555555556,20709.799999999996
karnataka,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74,75.61,8653.269545454545,42510.9
delhi,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,41.190000000000005,5831.791666666667,17128.110000000004
karnataka,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39,202.92,6470.7391891891875,87766.59999999998
delhi,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27,54.02000000000002,7267.551923076923,25861.400000000005
haryana,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82,70.39,11741.893448275861,44669.74
himachal pradesh,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,105.23000000000002,12098.565428571426,83595.9
punjab,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16,75.61,8653.269545454545,42510.9
delhi,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,60.86000000000001,10789.69304347826,45945.799999999996
delhi,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,105.23000000000002,12098.565428571426,83595.9
himachal pradesh,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,60.86000000000001,10789.69304347826,45945.799999999996
punjab,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53,41.190000000000005,5831.791666666667,17128.110000000004
karnataka,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,148.82,12560.268974358976,92537.60000000005
goa,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,221.05999999999992,8955.911714285718,108887.29999999999
punjab,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,105.23000000000002,12098.565428571426,83595.9
karnataka,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,105.23000000000002,12098.565428571426,83595.9
haryana,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,60.86000000000001,10789.69304347826,45945.799999999996
punjab,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.12,202.92,6470.7391891891875,87766.59999999998
uttarakhand,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,60.86000000000001,10789.69304347826,45945.799999999996
karnataka,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,41.190000000000005,5831.791666666667,17128.110000000004
punjab,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.36,60.86000000000001,10789.69304347826,45945.799999999996
himachal pradesh,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,148.82,12560.268974358976,92537.60000000005
karnataka,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44,171.04,10755.569062499999,99128.8
uttarakhand,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,75.61,8653.269545454545,42510.9
karnataka,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,47.769999999999996,4924.260555555556,20709.799999999996
punjab,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,148.82,12560.268974358976,92537.60000000005
haryana,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.81,148.82,12560.268974358976,92537.60000000005
haryana,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37,171.04,10755.569062499999,99128.8
haryana,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65,75.61,8653.269545454545,42510.9
goa,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,148.82,12560.268974358976,92537.60000000005
uttarakhand,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,171.04,10755.569062499999,99128.8
karnataka,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2700000000000005,54.02000000000002,7267.551923076923,25861.400000000005
haryana,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18,221.05999999999992,8955.911714285718,108887.29999999999
haryana,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,41.190000000000005,5831.791666666667,17128.110000000004
goa,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,171.04,10755.569062499999,99128.8
himachal pradesh,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,70.39,11741.893448275861,44669.74
punjab,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19,54.02000000000002,7267.551923076923,25861.400000000005
karnataka,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.219999999999999,221.05999999999992,8955.911714285718,108887.29999999999
uttarakhand,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,148.82,12560.268974358976,92537.60000000005
uttarakhand,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,221.05999999999992,8955.911714285718,108887.29999999999
delhi,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,148.82,12560.268974358976,92537.60000000005
delhi,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,171.04,10755.569062499999,99128.8
uttarakhand,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,105.23000000000002,12098.565428571426,83595.9
karnataka,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,70.39,11741.893448275861,44669.74
delhi,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,75.61,8653.269545454545,42510.9
haryana,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.700000000000001,202.92,6470.7391891891875,87766.59999999998
punjab,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.379999999999999,171.04,10755.569062499999,99128.8
himachal pradesh,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,75.61,8653.269545454545,42510.9
delhi,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,202.92,6470.7391891891875,87766.59999999998
haryana,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.709999999999999,54.02000000000002,7267.551923076923,25861.400000000005
karnataka,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,60.86000000000001,10789.69304347826,45945.799999999996
punjab,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42,221.05999999999992,8955.911714285718,108887.29999999999
delhi,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1000000000000005,221.05999999999992,8955.911714285718,108887.29999999999
punjab,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85,70.39,11741.893448275861,44669.74
punjab,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31,47.769999999999996,4924.260555555556,20709.799999999996
delhi,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9400000000000004,70.39,11741.893448275861,44669.74
uttarakhand,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,202.92,6470.7391891891875,87766.59999999998
uttarakhand,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,41.190000000000005,5831.791666666667,17128.110000000004
delhi,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,47.769999999999996,4924.260555555556,20709.799999999996
haryana,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87,105.23000000000002,12098.565428571426,83595.9
uttarakhand,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,47.769999999999996,4924.260555555556,20709.799999999996
uttarakhand,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,70.39,11741.893448275861,44669.74
uttarakhand,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,54.02000000000002,7267.551923076923,25861.400000000005
