state_name,join_date,energy_requirement,energy_availability,deficit_mu,deficit_pct,total_gen_actual_mu,total_gen_program_mu,avg_monitored_cap_mw,total_renew_gen_mu,total_solar_gen_mu,total_wind_gen_mu,total_other_gen_mu,cap_coal_mw,cap_gas_mw,cap_diesel_mw,cap_lignite_mw,cap_nuclear_mw,cap_hydro_mw,cap_res_mw,total_thermal_mw,total_capacity_mw,avg_total_outage_mw,avg_fresh_outage_mw,total_energy_lost_mwh,total_incidents_count,fresh_incidents_count,avg_coal_stock_days,avg_coal_normative_stock_days,avg_req_normative_coal_stock_tonnes,avg_actual_coal_stock_tonnes,avg_indigenous_coal_stock_tonnes,avg_import_coal_stock_tonnes,avg_coal_plf_prcnt,avg_actual_vs_norm_coal_stock_prcnt,total_coal_consumption_tonnes,total_coal_receipt_tonnes,total_coal_requirement_tonnes,coal_stock_critical_incidents,year,month_num,month_start_date
tamil nadu,2019-05-01,,,,,6964.390000000001,8243.449999999999,207.94471910112355,0.0,,,,12660.0,1027.18,211.7,0.0,12893.45,2440.0,2178.2,13898.880000000001,31410.530000000002,5410.986451612902,1650.0187096774189,4025773.919999999,153.0,137.0,16.99462365591398,30.0,0.0,200.80956989247312,184.64327956989243,16.166182795698926,71.86112903225812,,0.0,0.0,2416.37,1.0,2019,5,2019-05-01
assam,2018-05-01,,,,,603.76,511.80999999999995,175.55625000000003,0.0,,,,500.0,603.95,0.0,0.0,46.56,0.0,325.0,1103.95,1475.51,170.96774193548387,98.38709677419355,127200.0,11.0,11.0,,,,,,,,,,,,,2018,5,2018-05-01
uttarakhand,2024-11-01,,,,,813.6500000000001,1050.6,195.80625,20.219999999999995,11.779999999999998,0.0,8.440000000000001,,,,,,,,,,455.21666666666664,455.21666666666664,327756.0,24.0,24.0,,,,,,,,,,,,,2024,11,2024-11-01
meghalaya,2024-04-01,,,,,40.46,35.10000000000001,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,73.09,0.0,395.09000000000003,55.333333333333336,55.333333333333336,39840.0,5.0,5.0,,,,,,,,,,,,,2024,4,2024-04-01
nagaland,2024-06-01,,,,,17.68,14.099999999999994,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,35.84,0.0,110.84,2.5,2.5,1800.0,1.0,1.0,,,,,,,,,,,,,2024,6,2024-06-01
haryana,2017-10-01,,,,,2085.7799999999997,1605.35,426.5421428571428,0.0,,,,,,,,,,,,,2354.3117241379314,407.0703448275863,1638600.9600000002,30.0,26.0,,,,,,,,,,,,,2017,10,2017-10-01
ladakh,2022-04-01,,,,,18.019999999999996,20.1,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,47.44,0.0,136.44,34.53333333333333,34.53333333333333,24864.0,2.0,2.0,,,,,,,,,,,,,2022,4,2022-04-01
andhra pradesh,2018-06-01,,,,,5072.109999999999,5376.13,339.56153846153853,0.0,,,,11590.0,4880.4,36.8,0.0,7085.58,0.0,1150.0,16507.2,24742.78,4868.753333333335,1794.0866666666666,3505502.400000001,77.0,66.0,,,,,,,,,,,,,2018,6,2018-06-01
chhatisgarh,2021-10-01,,,,,10769.010000000002,11230.05,340.1142857142857,0.0,,,,,,,,,,,,,6670.419354838709,364.35483870967744,4962792.0,128.0,105.0,,,,,,,,,,,,,2021,10,2021-10-01
odisha,2019-11-01,,,,,4228.209999999999,4282.5,301.1418918918919,37.35000000000001,0.0,0.0,37.35000000000001,9000.0,0.0,0.0,0.0,521.21,0.0,2142.25,9000.0,11663.46,2721.5833333333335,434.25,1959540.0,54.0,44.0,4.466666666666667,17.0,0.0,73.99666666666666,72.27513333333333,1.7215333333333338,53.00426666666663,,0.0,0.0,2936.32,0.0,2019,11,2019-11-01
andaman and nicobar islands,2023-02-01,,,,,26.88000000000001,12.04,46.35500000000001,0.0,,,,0.0,0.0,92.71000000000001,0.0,0.0,0.0,35.16,92.71000000000001,127.87,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,2023,2,2023-02-01
chhatisgarh,2019-12-01,,,,,10334.07,9156.920000000002,305.89473684210526,0.0,,,,,,,,,,,,,6936.741935483871,231.93548387096774,5160936.0,112.0,86.0,,,,,,,,,,,,,2019,12,2019-12-01
sikkim,2019-10-01,,,,,1060.44,943.04,309.85714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.18,0.0,2169.0,0.0,2221.18,51.17857142857143,51.17857142857143,34392.0,7.0,7.0,,,,,,,,,,,,,2019,10,2019-10-01
haryana,2024-03-01,,,,,1916.5700000000002,2561.79,443.19923076923067,92.31,28.02000000000001,0.0,64.29,5330.0,431.59,0.0,0.0,0.0,0.0,1832.9199999999998,5761.59,7594.51,2324.4932258064514,562.2351612903226,1729422.96,30.0,26.0,,26.0,377.45800000000014,511.94916129032237,508.3274838709677,3.621741935483871,0.5219999999999999,1.3179354838709676,1300.3500000000001,2128.77,2250.2899999999995,0.0,2024,3,2024-03-01
karnataka,2019-12-01,,,,,3847.17,4367.99,311.7644444444444,1864.3999999999999,947.4400000000002,549.31,367.65000000000003,9480.0,0.0,25.2,0.0,15191.869999999999,880.0,3644.2,9505.2,29221.27,6504.999999999999,755.6451612903226,4839719.999999999,73.0,60.0,33.79032258064516,30.0,0.0,506.31750000000005,484.36927419354845,21.94822580645162,17.185564516129027,,0.0,0.0,2040.54,0.0,2019,12,2019-12-01
punjab,2018-05-01,,,,,2797.55,3002.3499999999995,286.90000000000003,0.0,,,,6540.0,0.0,0.0,0.0,1282.4199999999998,0.0,1206.3,6540.0,9028.72,2167.0806451612902,209.01612903225808,1612308.0,45.0,32.0,,,,,,,,,,,,,2018,5,2018-05-01
gujarat,2023-10-01,,,,,10739.57,6155.020000000002,393.7266176470587,2014.46,998.3000000000001,1013.36,2.800000000000001,14692.0,7551.41,0.0,1400.0,1140.0,1990.0,21792.75,23643.41,48566.16,7671.14451612903,5125.66064516129,5707331.519999999,112.0,99.0,,20.903225806451612,369.204982078853,114.68731182795698,46.67620071684587,68.0111111111111,0.6717562724014335,0.3695340501792115,4249.890000000001,4207.54,4927.76,110.0,2023,10,2023-10-01
madhya pradesh,2019-02-01,,,,,9430.99,8765.59,342.6666666666667,0.0,,,,18325.0,0.0,0.0,0.0,4374.09,0.0,2235.0,18325.0,24934.09,2118.3928571428573,308.39285714285717,1423560.0,88.0,81.0,8.376984126984127,20.0,0.0,264.22757936507935,263.24333333333334,0.9842460317460315,70.73896825396821,,0.0,0.0,4146.600000000001,0.0,2019,2,2019-02-01
jharkhand,2019-12-01,,,,,2315.5,2487.13,240.0,0.0,0.0,0.0,0.0,4590.0,0.0,0.0,0.0,46.75,0.0,210.0,4590.0,4846.75,733.7096774193549,49.03225806451613,545880.0,30.0,25.0,20.566820276497698,20.0,0.0,123.39350230414748,123.39350230414748,0.0,49.111244239631326,,0.0,0.0,1351.4999999999998,0.0,2019,12,2019-12-01
madhya pradesh,2024-03-01,,,,,13357.98,13720.929999999997,403.9166666666667,862.83,480.12999999999994,335.7,47.000000000000014,22000.0,0.0,0.0,0.0,0.0,2235.0,7098.37,22000.0,31333.37,2473.9032258064517,580.3548387096774,1840584.0,87.0,81.0,,24.2,437.61666666666673,294.91933333333344,290.051376344086,4.867956989247312,0.7266236559139787,0.7552258064516131,8407.550000000001,8230.15,9044.25,39.0,2024,3,2024-03-01
bhutan,2021-06-01,,,,,2291.4799999999996,2288.3999999999996,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2021,6,2021-06-01
goa,2018-07-01,,,,,0.0,0.0,48.0,0.0,,,,0.0,48.0,0.0,0.0,0.9600000000000001,0.0,0.0,48.0,48.96,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2018,7,2018-07-01
madhya pradesh,2018-08-01,,,,,9477.17,8651.470000000005,329.8305084745763,0.0,,,,17065.0,0.0,0.0,0.0,4036.26,0.0,2395.0,17065.0,23496.260000000002,3602.2580645161293,1090.8064516129032,2680080.0,103.0,96.0,,,,,,,,,,,,,2018,8,2018-08-01
tripura,2018-02-01,,,,,475.82000000000005,465.08000000000015,226.42000000000002,0.0,,,,0.0,1132.1,0.0,0.0,21.1,0.0,0.0,1132.1,1153.1999999999998,28.0,28.0,18816.0,5.0,5.0,,,,,,,,,,,,,2018,2,2018-02-01
rajasthan,2018-03-01,,,,,4674.85,5118.049999999998,231.54437500000006,0.0,,,,8500.0,1023.1299999999999,0.0,0.0,6773.64,1180.0,411.0,9523.13,17887.77,3893.46870967742,1079.9203225806452,2896740.7200000007,84.0,75.0,,,,,,,,,,,,,2018,3,2018-03-01
rajasthan,2019-07-01,,,,,4520.719999999999,4708.619999999999,235.48260000000005,0.0,,,,9160.0,1023.1299999999999,0.0,0.0,8151.5,1180.0,411.0,10183.13,19925.629999999997,4269.694516129031,1319.2106451612904,3176652.7199999993,106.0,94.0,5.025,30.0,0.0,61.82258333333334,61.82258333333334,0.0,68.75900000000003,,0.0,0.0,1413.7500000000002,14.0,2019,7,2019-07-01
goa,2019-09-01,,,,,0.0,0.0,48.0,0.0,,,,0.0,48.0,0.0,0.0,4.83,0.0,0.0,48.0,52.83,19.2,19.2,13824.0,1.0,1.0,,,,,,,,,,,,,2019,9,2019-09-01
odisha,2018-03-01,,,,,4575.74,4418.43,272.84027777777777,0.0,,,,7680.0,0.0,0.0,0.0,194.60000000000002,0.0,2142.25,7680.0,10016.85,1934.9193548387098,611.6935483870968,1439580.0,43.0,38.0,,,,,,,,,,,,,2018,3,2018-03-01
telangana,2018-06-01,,,,,3609.38,3790.1000000000013,264.3916666666667,0.0,,,,6682.5,0.0,0.0,0.0,3769.3999999999996,0.0,2835.6,6682.5,13287.5,1293.6666666666667,342.75,931440.0,62.0,56.0,,,,,,,,,,,,,2018,6,2018-06-01
maharashtra,2023-12-01,,,,,11500.79,12354.630000000001,328.23000000000013,730.0799999999999,414.4799999999999,315.6,0.0,24006.0,3207.08,0.0,0.0,1400.0,3047.0,13263.73,27213.08,44923.81,9964.176774193547,3582.8541935483886,7413347.52,171.0,143.0,,22.806451612903224,338.2413323983171,136.2310098176718,118.18011220196354,18.05089761570827,0.48840112201963537,0.37882187938288914,7353.180000000001,8650.890000000001,10575.029999999995,121.0,2023,12,2023-12-01
west bengal,2024-09-01,,,,,7741.74,8009.600000000001,244.39672131147546,13.190000000000001,2.8900000000000006,0.0,10.3,13487.0,80.0,0.0,0.0,0.0,1341.2,757.33,13567.0,15665.53,2156.233333333333,557.3166666666667,1552488.0,113.0,95.0,,19.5,215.83749999999992,157.32687500000003,157.32687500000003,0.0,63.6125,70.7875,5003.7,4610.199999999999,5503.8,15.0,2024,9,2024-09-01
jharkhand,2018-07-01,,,,,2256.6000000000004,2082.71,243.1599999999999,0.0,,,,4590.0,0.0,0.0,0.0,35.83,0.0,273.2,4590.0,4899.03,1159.6000000000001,162.0193548387097,862742.4000000001,34.0,30.0,,,,,,,,,,,,,2018,7,2018-07-01
uttar pradesh,2018-05-01,,,,,11188.029999999999,11233.379999999997,284.51458823529407,0.0,,,,21749.0,1493.14,0.0,0.0,2677.0099999999998,440.0,501.6,23242.14,26860.749999999996,6272.686129032259,1587.7183870967738,4666878.48,176.0,164.0,,,,,,,,,,,,,2018,5,2018-05-01
madhya pradesh,2023-12-01,,,,,13430.41,12927.7,403.9166666666667,554.66,295.86000000000007,205.40000000000003,53.399999999999984,22000.0,0.0,0.0,0.0,0.0,2235.0,6272.99,22000.0,30507.989999999998,2602.8709677419356,451.0967741935484,1936536.0,91.0,81.0,,21.206451612903226,383.06694623655915,208.24767741935486,207.76877419354838,0.4789032258064516,0.7251827956989249,0.5730537634408601,8523.809999999998,9252.32,9044.25,82.0,2023,12,2023-12-01
bihar,2019-01-01,,,,,3073.2400000000007,2834.7200000000003,223.71612903225807,0.0,,,,5480.0,0.0,0.0,0.0,326.15,0.0,0.0,5480.0,5806.15,769.8387096774194,21.29032258064516,572760.0,29.0,24.0,7.283333333333333,18.75,0.0,95.44449999999999,95.02833333333332,0.41633333333333344,82.61174999999994,,0.0,0.0,2095.3199999999997,0.0,2019,1,2019-01-01
uttarakhand,2023-10-01,,,,,1092.0300000000002,1218.3,201.71086956521737,19.910000000000004,18.200000000000006,0.0,1.71,0.0,664.0,0.0,0.0,0.0,3975.35,934.09,664.0,5573.4400000000005,876.741935483871,876.741935483871,652296.0,23.0,23.0,,,,,,,,,,,,,2023,10,2023-10-01
andhra pradesh,2017-11-01,,,,,5026.65,5488.169999999999,328.023076923077,0.0,,,,10990.0,4880.4,36.8,0.0,6543.9,0.0,1150.0,15907.199999999999,23601.1,4863.180000000001,1890.513333333333,3501489.6000000006,70.0,61.0,,,,,,,,,,,,,2017,11,2017-11-01
bihar,2019-10-01,,,,,2450.56,3035.2000000000007,255.6,0.4,0.0,0.0,0.4,6390.0,0.0,0.0,0.0,341.25,0.0,0.0,6390.0,6731.25,1730.357142857143,61.25,1162800.0,42.0,31.0,4.266129032258065,18.75,0.0,41.141854838709676,41.141854838709676,0.0,70.40669354838711,,0.0,0.0,1953.07,0.0,2019,10,2019-10-01
jharkhand,2018-05-01,,,,,2859.7799999999997,2400.640000000001,243.1599999999999,0.0,,,,4590.0,0.0,0.0,0.0,29.720000000000002,0.0,273.2,4590.0,4892.92,555.0,63.38709677419355,412920.0,31.0,28.0,,,,,,,,,,,,,2018,5,2018-05-01
nagaland,2017-12-01,,,,,8.07,7.130000000000001,75.0,0.0,,,,0.0,0.0,0.0,0.0,30.67,0.0,75.0,0.0,105.67,25.806451612903224,25.806451612903224,19200.0,1.0,1.0,,,,,,,,,,,,,2017,12,2017-12-01
assam,2018-10-01,,,,,593.5999999999999,601.7099999999998,166.72348659003833,0.0,,,,500.0,643.7,0.0,0.0,46.81,0.0,325.0,1143.7,1515.51,398.71354838709664,213.22967741935477,296642.8799999999,12.0,11.0,,,,,,,,,,,,,2018,10,2018-10-01
manipur,2018-11-01,,,,,35.019999999999996,60.0,70.5,0.0,,,,0.0,0.0,36.0,0.0,7.62,0.0,105.0,36.0,148.62,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,2018,11,2018-11-01
jammu and kashmir,2022-08-01,,,,,2216.9400000000005,2228.2800000000007,321.3636363636364,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,3360.0,193.09,175.0,3728.09,455.80645161290323,455.80645161290323,339120.0,11.0,11.0,,,,,,,,,,,,,2022,8,2022-08-01
uttarakhand,2019-04-01,,,,,1290.04,887.6999999999998,200.302380952381,0.0,,,,0.0,450.0,0.0,0.0,594.07,0.0,3756.35,450.0,4800.42,786.4166666666665,786.4166666666665,566219.9999999999,21.0,21.0,,,,,,,,,,,,,2019,4,2019-04-01
manipur,2024-10-01,,,,,78.16000000000001,52.08,70.5,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,2024,10,2024-10-01
karnataka,2024-06-01,,,,,4976.54,5420.4,319.87272727272716,2560.78,1137.94,1279.91,142.93,9480.0,0.0,25.2,0.0,880.0,3689.2,18477.84,9505.2,32552.24,3285.483333333333,1723.8166666666666,2365548.0,70.0,63.0,,26.0,483.54590476190504,258.05190476190484,215.34238095238092,42.70938095238096,39.0527619047619,33.88909523809524,2543.33,2670.4099999999994,3905.700000000001,50.0,2024,6,2024-06-01
uttarakhand,2017-10-01,,,,,1300.0500000000002,1017.6100000000005,221.3868421052631,0.0,,,,,,,,,,,,,83.29749999999999,83.29749999999999,39982.799999999996,19.0,19.0,,,,,,,,,,,,,2017,10,2017-10-01
puducherry,2018-08-01,,,,,21.990000000000002,18.91,32.5,0.0,,,,0.0,32.5,0.0,0.0,1.71,0.0,0.0,32.5,34.21,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2018,8,2018-08-01
ladakh,2024-08-01,,,,,64.61,62.93000000000002,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,50.79,0.0,139.79,68.06451612903226,68.06451612903226,50640.0,2.0,2.0,,,,,,,,,,,,,2024,8,2024-08-01
chhatisgarh,2020-08-01,,,,,11300.94,9160.250000000002,334.0,0.0,,,,,,,,,,,,,6368.806451612903,364.83870967741933,4738392.0,118.0,97.0,,,,,,,,,,,,,2020,8,2020-08-01
jharkhand,2017-11-01,,,,,1859.8800000000003,2444.9399999999996,178.15632183908042,0.0,,,,4590.0,0.0,0.0,0.0,24.42,0.0,273.2,4590.0,4887.62,1907.3333333333333,150.33333333333334,1373280.0,45.0,29.0,,,,,,,,,,,,,2017,11,2017-11-01
puducherry,2018-03-01,,,,,21.81,20.150000000000006,32.5,0.0,,,,0.0,32.5,0.0,0.0,0.16,0.0,0.0,32.5,32.66,0.0,,,1.0,1.0,,,,,,,,,,,,,2018,3,2018-03-01
gujarat,2024-06-01,,,,,11423.59,8527.37,404.0207352941175,4275.0700000000015,1400.56,2872.6099999999997,1.9000000000000006,14692.0,7551.41,0.0,1400.0,1840.0,1990.0,26415.91,23643.41,53889.32,7177.361333333332,5088.861333333333,5167700.159999999,121.0,109.0,,26.0,476.2999999999998,249.6870370370371,114.90962962962962,134.7782592592592,53.052629629629635,34.97814814814815,4266.96,4230.37,4946.099999999998,48.0,2024,6,2024-06-01
puducherry,2024-12-01,,,,,5.699999999999999,6.8,32.5,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2024,12,2024-12-01
chhatisgarh,2019-09-01,,,,,7750.85,9141.109999999995,305.89473684210526,0.0,,,,,,,,,,,,,8535.933333333332,390.53333333333336,6145872.0,128.0,104.0,,,,,,,,,,,,,2019,9,2019-09-01
tripura,2019-06-01,,,,,608.2499999999999,507.8399999999999,226.42000000000004,0.0,,,,0.0,1132.1,0.0,0.0,25.42,0.0,0.0,1132.1,1157.52,89.74666666666667,89.74666666666667,64617.600000000006,5.0,5.0,,,,,,,,,,,,,2019,6,2019-06-01
goa,2018-12-01,,,,,0.0,0.0,48.0,0.0,,,,0.0,48.0,0.0,0.0,1.74,0.0,0.0,48.0,49.74,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2018,12,2018-12-01
punjab,2018-12-01,,,,,2677.2299999999996,2501.7800000000007,260.62692307692316,0.0,,,,5680.0,0.0,0.0,0.0,1282.4199999999998,0.0,1096.3,5680.0,8058.72,2307.1935483870966,580.0967741935484,1716552.0,48.0,34.0,9.729032258064516,28.0,0.0,104.22670967741934,94.54432258064517,9.68258064516129,51.699096774193585,,0.0,0.0,1684.1500000000003,22.0,2018,12,2018-12-01
west bengal,2018-04-01,,,,,6721.039999999999,6262.87,242.35384615384615,0.0,,,,14275.0,100.0,0.0,0.0,435.82,0.0,1278.0,14375.0,16088.82,3774.65,449.81666666666666,2717748.0,154.0,135.0,,,,,,,,,,,,,2018,4,2018-04-01
